##### Eigenvalues #####
# 17:07:01 2020-11-14
# First 4 Eigenvalues of Laplacian.
# Eigenvalues stored along columns. 0th column for no feature dropped, i'th column for i'th feature dropped (i > 0)
#
# Comment: 
4.267425026682758471e-07,-4.003866038715386821e-08,2.845990252353658434e-07,3.277852442806761246e-07,2.657347408785426524e-07,2.744756386618973920e-07,3.274408300057984889e-07,3.690282710522296838e-07,3.034599274087668164e-07,2.521348676509660436e-07
9.088721871376037598e-01,8.970969319343566895e-01,9.218538999557495117e-01,9.123967885971069336e-01,8.945142626762390137e-01,9.032154083251953125e-01,9.000123739242553711e-01,9.071961641311645508e-01,9.113670587539672852e-01,8.985427021980285645e-01
9.421780109405517578e-01,9.348246455192565918e-01,9.368463754653930664e-01,9.357436299324035645e-01,9.332313537597656250e-01,9.344969987869262695e-01,9.569220542907714844e-01,9.358010292053222656e-01,9.353579878807067871e-01,9.330517649650573730e-01
9.613212347030639648e-01,9.599267244338989258e-01,9.606636166572570801e-01,9.585663676261901855e-01,9.583261013031005859e-01,9.559994339942932129e-01,9.605737924575805664e-01,9.571536779403686523e-01,9.581775665283203125e-01,9.566633701324462891e-01
